Diet,Fold Change HF/CD,CD,HF
Psmd9,-0.182440291,15.11785,15.06293
Fbxo22,-0.182971799,13.82382,13.76874
Apoa1bp,-0.183237554,15.62195,15.56679
Wdr1,-0.186127631,16.4354,16.37937
Hspa13,-0.187755376,13.36039,13.30387
Sqle,-0.188087569,13.22737,13.17075
Nckap1,-0.189150586,12.96392,12.90698
Nup54,-0.189250244,16.88039,16.82342
Fus,-0.189549217,15.04212,14.98506
Ephx1,-0.189648875,17.18675,17.12966
Stx7,-0.189914629,13.31722,13.26005
Tnpo2,-0.190379699,14.0446,13.98729
Tor1aip2,-0.190545796,14.42185,14.36449
Nqo2,-0.191376278,16.61484,16.55723
Dnajc3,-0.192239979,15.02581,14.96794
Flot1,-0.192306417,13.64351,13.58562
Pofut1,-0.193635189,13.16325,13.10496
Psma5,-0.194067039,15.94029,15.88187
C1qbp,-0.194831083,14.85577,14.79712
Mmgt1,-0.195362591,14.07156,14.01275
Csde1,-0.195561907,14.32906,14.27019
Sec63,-0.198153011,18.17565,18.116
Polr2e,-0.198551642,14.51511,14.45534
Mrps26,-0.199681098,13.59941,13.5393
Pnn,-0.199913633,12.55674,12.49656
Prdm16,-0.200279045,16.62497,16.56468
Pum1,-0.200910211,12.80349,12.74301
Pls3,-0.201508158,16.21466,16.154
Ybx1,-0.203899946,14.20806,14.14668
Denr,-0.206391393,14.97812,14.91599
Ncstn,-0.20928147,13.55364,13.49064
Scrn2,-0.209414347,15.09974,15.0367
Ighm,-0.209514005,14.78636,14.72329
Sardh,-0.210045513,19.14545,19.08222
Usp47,-0.21067668,12.03766,11.97424
Ppp5c,-0.210743118,13.8885,13.82506
Cyp2c39,-0.21114175,15.12188,15.05832
Prmt5,-0.211540381,13.07035,13.00667
Drg1,-0.21343388,13.93293,13.86868
Fam82b,-0.213467099,14.92323,14.85897
Nudt16l1,-0.214563336,13.12694,13.06235
Rab5c,-0.214862309,15.22517,15.16049
Ngly1,-0.217021562,13.44044,13.37511
Upf1,-0.217652729,14.60347,14.53795
Dusp3,-0.218350334,15.28622,15.22049
Dbt,-0.218549649,17.07308,17.00729
Pon1,-0.218549649,17.01632,16.95053
Nedd4,-0.218881842,14.22914,14.16325
Elp2,-0.220110956,13.77679,13.71053
Cyp2c40,-0.221240411,17.03956,16.97296
Abi1,-0.222901375,13.28214,13.21504
Yes1,-0.222901375,14.95624,14.88914
G6pd2,-0.223200349,13.00768,12.94049
Hspa8,-0.223432884,19.8796,19.81234
Nmt2,-0.223532542,13.64349,13.5762
Dnm2,-0.223665419,14.38204,14.31471
Snd1,-0.224363024,16.81987,16.75233
Mrps21,-0.225060628,13.61356,13.54581
Ctsd,-0.225093848,17.51465,17.44689
Hnrnpc,-0.225857891,16.59285,16.52486
Pcyt1a,-0.22682125,12.99781,12.92953
Nt5c,-0.227053785,14.74274,14.67439
Ppp4c,-0.22821646,13.4874,13.4187
Prpf6,-0.229046942,13.00005,12.9311
Sucla2,-0.229445574,17.35821,17.28914
Hdgf,-0.229844205,18.34545,18.27626
Npm3,-0.230010301,12.98312,12.91388
Amdhd1,-0.230741125,15.89839,15.82893
Stau1,-0.231172976,13.66283,13.59324
Slc16a1,-0.231571607,14.34148,14.27177
Itih1,-0.231804142,13.65786,13.58808
Iigp1,-0.232003458,16.28955,16.21971
Psmd3,-0.232634624,15.42702,15.35699
Mrps6,-0.234029834,13.7031,13.63265
Slc25a24,-0.235956553,14.00195,13.93092
Mrps9,-0.236753815,13.78011,13.70884
Gnai2,-0.237717174,14.85774,14.78618
Ndufb5,-0.237750394,15.17732,15.10575
Gnb1,-0.237850052,14.76864,14.69704
Ncln,-0.238348341,14.94539,14.87364
Itga1,-0.23838156,14.54181,14.47005
Fkbp1a,-0.239643893,15.93664,15.8645
Chd4,-0.240441156,14.85908,14.7867
Iscu,-0.241304857,14.43888,14.36624
Srrt,-0.241570611,13.84276,13.77004
Cox5a,-0.241736707,18.03442,17.96165
Cyp2d26,-0.24253397,17.97937,17.90636
Pdcd6,-0.244028838,14.27962,14.20616
Crip2,-0.24439425,14.45616,14.38259
Luc7l3,-0.244792881,12.31054,12.23685
X8.Sep,-0.245390828,15.3787,15.30483
Gpam,-0.245457267,14.71655,14.64266
Mtap4,-0.247251108,13.65205,13.57762
Atic,-0.25176893,15.90316,15.82737
Vamp8,-0.256220314,14.41191,14.33478
Pitpnb,-0.257648743,14.73538,14.65782
Mll3,-0.25871176,15.07167,14.99379
Psmb7,-0.25917683,15.35558,15.27756
Naprt1,-0.259243269,16.74012,16.66208
Snx3,-0.259409365,15.86349,15.7854
Tmem173,-0.260804575,13.65932,13.58081
Snrpa,-0.261203206,16.41773,16.3391
Pmm2,-0.261302864,15.33124,15.25258
Atp5c1,-0.261867592,18.11414,18.03531
Mcm7,-0.263030267,14.06401,13.98483
Acad8,-0.263129924,16.09649,16.01728
Cfl2,-0.263163144,16.74487,16.66565
Uchl5,-0.264060064,13.06323,12.98374
Sdsl,-0.264392257,13.77315,13.69356
Ndufa10,-0.265023423,16.03738,15.9576
Cdk1,-0.265455274,12.94542,12.86551
Aco2,-0.265455274,17.94039,17.86048
Jagn1,-0.266518291,11.91781,11.83758
Cog7,-0.267116238,11.25387,11.17346
Flnc,-0.267415212,14.60017,14.51967
Hyou1,-0.267780624,15.88191,15.8013
Ppp6r3,-0.271102552,12.88631,12.8047
Kif11,-0.271501183,14.57569,14.49396
Cmah,-0.271866595,13.72803,13.64619
Pddc1,-0.272962832,14.39571,14.31354
Ccar1,-0.27395941,13.1664,13.08393
Dnttip2,-0.275122085,14.66021,14.57739
Cstf1,-0.275188523,12.64646,12.56362
Bckdha,-0.275487497,17.18565,17.10272
Plin3,-0.27628476,14.43887,14.3557
Nae1,-0.277414215,11.0825,10.99899
Spr,-0.277978943,17.57826,17.49458
Chmp2a,-0.278742986,13.8417,13.75779
Gmps,-0.278875864,14.6005,14.51655
Mrps24,-0.278942302,12.89361,12.80964
Gsta3,-0.278975521,20.95484,20.87086
Tmed4,-0.279174837,13.95324,13.8692
Actn1,-0.279241276,16.48522,16.40116
Fxn,-0.280736143,14.33135,14.24684
Tom1,-0.281035117,13.1431,13.0585
Rbmxl1,-0.283858756,15.01331,14.92786
Sars2,-0.283958414,11.24492,11.15944
Ppif,-0.285552939,15.14241,15.05645
Nap1l1,-0.286483079,13.8795,13.79326
Mrpl21,-0.287213903,13.7637,13.67724
Rab3gap1,-0.287546096,12.72288,12.63632
Pdlim5,-0.287845069,13.86667,13.78002
Pin4,-0.288376578,12.16511,12.0783
Fahd2a,-0.288509455,14.61528,14.52843
Nudt12,-0.289339937,14.50384,14.41674
Tdo2,-0.290668708,15.43176,15.34426
Ndufs6,-0.290735147,15.46512,15.3776
Myh10,-0.290768366,12.79905,12.71152
Ppp2r1a,-0.291897822,15.47001,15.38214
Akr1e1,-0.292097137,14.65762,14.56969
Pgam1,-0.292263234,17.64997,17.56199
Lyrm4,-0.293990636,14.24693,14.15843
Cct5,-0.29611667,15.86594,15.7768
Rbm17,-0.296315986,13.72115,13.63195
Gapdhs,-0.296648179,20.26623,20.17693
Ap3m1,-0.296714617,13.79547,13.70615
Ccdc124,-0.296913933,12.75544,12.66606
Slc22a1,-0.29890709,13.93007,13.84009
Cstf2t,-0.299239283,12.56087,12.47079
Numb,-0.299305721,13.9112,13.8211
Txnl1,-0.299770791,15.57729,15.48705
Nrd1,-0.30123244,13.96782,13.87714
Cd2bp2,-0.301896825,13.12755,13.03667
Gpt2,-0.303491351,15.07725,14.98589
Clmn,-0.304753683,11.05996,10.96822
Mob2,-0.305085876,13.41966,13.32782
Abcc12,-0.305152315,13.58383,13.49197
Prkaa2,-0.305617385,13.98103,13.88903
Tmlhe,-0.306115674,12.98264,12.89049
Dpp3,-0.309005751,15.05158,14.95856
Hagh,-0.309803014,16.9468,16.85354
Mri1,-0.309902672,14.59411,14.50082
Ppm1k,-0.310832812,16.54539,16.45182
Prosc,-0.312327679,15.73538,15.64136
Ppa1,-0.312493776,18.41733,18.32326
Ilk,-0.312493776,13.85607,13.762
Nudt8,-0.312892407,13.54888,13.45469
Ube2n,-0.314586591,17.01488,16.92018
Trim23,-0.314885564,14.94717,14.85238
Cops4,-0.315151318,14.56334,14.46847
Stk38,-0.316347212,13.64417,13.54894
Mdh1,-0.316380432,20.59723,20.50199
Man2c1,-0.316513309,14.31833,14.22305
Tagln,-0.31694516,14.4709,14.37549
Ap1b1,-0.320134211,15.57968,15.48331
Bpgm,-0.32059928,13.6868,13.59029
Eif3c,-0.3206325,15.27942,15.1829
Blvrb,-0.320798596,17.21029,17.11372
Ckap4,-0.320964693,13.8572,13.76058
Erh,-0.32109757,13.55142,13.45476
Syncrip,-0.321296885,15.93055,15.83383
Gna13,-0.321496201,13.73221,13.63543
Taco1,-0.322625657,15.03635,14.93923
Hibadh,-0.323622235,16.87041,16.77299
Car5a,-0.323721893,16.11073,16.01328
Vps25,-0.324984226,15.0293,14.93147
Mapk1,-0.325382857,14.50724,14.40929
Capzb,-0.329036978,15.81904,15.71999
Cct8,-0.329535267,16.22519,16.12599
Ptpn11,-0.329634925,14.30574,14.20651
Faf1,-0.331760959,13.41484,13.31497
Eif2c3,-0.331960275,13.50363,13.4037
BC026585,-0.33215959,14.23393,14.13394
Dpyd,-0.333488361,16.83121,16.73082
Casp7,-0.333588019,13.83883,13.73841
Acly,-0.333853774,16.63942,16.53892
Ssb,-0.335116106,14.65541,14.55453
Nudt14,-0.335448299,13.3226,13.22162
Tjp2,-0.336444877,13.27221,13.17093
Top1,-0.336909947,14.34964,14.24822
Ctsb,-0.336976386,17.10645,17.00501
Txnrd1,-0.33770721,16.08173,15.98007
Fkbp3,-0.338338376,15.83533,15.73348
Uqcrh,-0.338404815,16.79967,16.6978
U2af2,-0.338936324,15.1493,15.04727
Ythdf3,-0.339069201,13.53224,13.43017
Eprs,-0.341261673,17.02014,16.91741
Bax,-0.341361331,13.88505,13.78229
Cygb,-0.341759962,13.12019,13.01731
Prmt1,-0.342856199,14.41153,14.30832
Pdk2,-0.343188391,13.63172,13.52841
Pcdhga4,-0.344450724,14.50812,14.40443
Sumo3,-0.34511511,15.23691,15.13302
Tcerg1,-0.345646618,14.02718,13.92313
Psma2,-0.346178127,16.10397,15.99976
X7.Sep,-0.346908951,14.82413,14.7197
Ist1,-0.349101423,14.15165,14.04656
Dcps,-0.349134643,14.56984,14.46474
Palmd,-0.349599713,13.53249,13.42725
Cct6b,-0.349666151,14.90278,14.79752
Mbl1,-0.350795607,13.23803,13.13243
Cox5b,-0.350862045,16.37431,16.26869
Cyp2d10,-0.35109458,17.91661,17.81092
Mrps36,-0.351227457,14.42043,14.3147
Ppia,-0.352057939,19.57885,19.47287
Tlr8,-0.352290474,13.67124,13.56519
Vkorc1l1,-0.354150754,13.56276,13.45615
Aspscr1,-0.354183973,13.76669,13.66007
Tollip,-0.354416508,14.6773,14.57061
Mrpl3,-0.356841516,13.3008,13.19338
Snx12,-0.357771656,14.79844,14.69074
Dnajb11,-0.357904533,15.15417,15.04643
Mrpl11,-0.358469261,12.88504,12.77713
Degs1,-0.358801454,13.62075,13.51274
Stat3,-0.362023724,13.88487,13.77589
Naca,-0.362256259,15.48247,15.37342
Ctnnb1,-0.362522013,15.23701,15.12788
Tmem14c,-0.363153179,15.41916,15.30984
Prpf31,-0.364116538,13.52622,13.41661
Asns,-0.365046678,12.38125,12.27136
Mocs2,-0.36541209,13.60499,13.49499
Arf5,-0.366209353,17.15697,17.04673
Hdgfrp2,-0.366475107,12.19587,12.08555
Stk4,-0.368933334,12.61721,12.50615
Slc10a1,-0.369265527,16.12972,16.01856
Capza1,-0.369896693,15.33744,15.22609
Efhd2,-0.369929913,14.99356,14.8822
Dnajc11,-0.370328544,14.21063,14.09915
Gnat3,-0.37052786,16.66092,16.54938
Clint1,-0.370826833,13.43501,13.32338
Pfn1,-0.371524438,17.7982,17.68636
Acsl3,-0.37328506,12.83472,12.72235
Hspa4,-0.374314858,15.86321,15.75053
Oxnad1,-0.376706646,13.49948,13.38608
Gsr,-0.377038839,15.83842,15.72492
Snx18,-0.377570347,13.50201,13.38835
Ckm,-0.378666584,15.01294,14.89895
Raver1,-0.379563504,13.67252,13.55826
Larp4b,-0.379829258,11.68834,11.574
Glod4,-0.379862478,15.90748,15.79313
Ilkap,-0.380560083,11.95353,11.83897
Eef1e1,-0.380759398,13.30181,13.18719
Trim25,-0.381656319,12.0977,11.98281
Rpl22l1,-0.381789196,13.10039,12.98546
Srrm1,-0.381922073,11.94537,11.8304
Sult2a1,-0.38205495,15.834,15.71899
Fam63a,-0.382353924,13.78347,13.66837
Yars2,-0.38345016,13.86309,13.74766
Slc33a1,-0.383616256,13.26797,13.15249
Tuba1c,-0.384812151,18.08665,17.97081
Cpne9,-0.386107702,14.65191,14.53568
Baiap2l1,-0.38620736,12.60451,12.48825
Pcca,-0.387403254,17.02269,16.90607
Tmem126a,-0.387635789,14.22616,14.10947
Sub1,-0.387967982,15.06279,14.946
Kctd16,-0.390459428,13.55337,13.43583
Prdx4,-0.391123814,20.5964,20.47866
Pdxk,-0.391190252,15.08624,14.96848
Polr2a,-0.39132313,13.65253,13.53473
Gls2,-0.391422787,15.65352,15.53569
Lancl1,-0.391555665,13.65772,13.53985
Pdcd10,-0.39222005,14.27624,14.15817
Hspa1a,-0.392651901,13.79424,13.67604
Khk,-0.392784778,17.19683,17.07859
Rab9,-0.392984094,15.64615,15.52785
Trim28,-0.393349506,14.8359,14.71749
Nhp2l1,-0.394445742,15.08833,14.96959
Npepl1,-0.394910812,14.71218,14.5933
Tpk1,-0.396737872,13.99272,13.87329
Srm,-0.3973026,15.38788,15.26828
Tkt,-0.397601574,18.58557,18.46588
Tapbp,-0.398963564,14.96791,14.84781
Ptpmt1,-0.399129661,12.70751,12.58736
Ctsc,-0.400491651,15.77619,15.65563
Dnph1,-0.400790625,13.41934,13.29869
Srrm2,-0.401687545,14.04021,13.91929
Cops7a,-0.401986519,13.91599,13.79498
Hist1h1b,-0.402219054,14.53077,14.40969
Rragc,-0.403282071,13.60323,13.48183
Lima1,-0.404046114,14.06568,13.94405
Ddx39,-0.404776938,13.89054,13.76869
Gpt,-0.406437902,18.12156,17.99921
Plod1,-0.407633797,13.47736,13.35465
Hspd1,-0.408929348,19.74501,19.62191
Ak2,-0.408962568,18.31723,18.19412
Ddc,-0.409228322,14.13903,14.01584
Impa1,-0.409228322,15.13125,15.00806
Ccdc22,-0.409660173,14.31884,14.19552
Rab5a,-0.410092023,13.53562,13.41217
Urod,-0.411287917,14.7762,14.65239
Mrps22,-0.412483812,13.71524,13.59107
Gtf2i,-0.412583469,13.0041,12.8799
Ddx6,-0.413081759,14.36398,14.23963
Ostf1,-0.415274231,15.2487,15.12369
Rela,-0.415473547,13.77526,13.65019
Me1,-0.41580574,16.58217,16.457
Ctps,-0.416171152,13.95026,13.82498
Psip1,-0.417666019,15.41339,15.28766
Sult1c1,-0.418031431,11.34692,11.22108
Dkc1,-0.419825273,14.03883,13.91245
Sirt2,-0.421652333,14.9925,14.86557
Rwdd1,-0.421884868,13.20699,13.07999
Acsl4,-0.422084184,13.66579,13.53873
Krt42,-0.422217061,18.53131,18.40421
Nsdhl,-0.422781789,15.15483,15.02756
Igbp1,-0.423412955,13.70595,13.57849
Hsd17b7,-0.424143779,14.19712,14.06944
Arhgdia,-0.424409533,16.78585,16.65809
Sntb1,-0.425904401,13.81679,13.68858
Cdv3,-0.426369471,15.05816,14.92981
Cpsf3,-0.428595163,12.1726,12.04358
Guk1,-0.428860917,13.60418,13.47508
Nhlrc3,-0.428860917,13.00585,12.87675
Ddx39b,-0.429226329,16.08847,15.95926
G6pc,-0.429292768,14.4976,14.36837
Ppp1r21,-0.42965818,12.61651,12.48717
Thop1,-0.435039703,13.69242,13.56146
Eny2,-0.438328412,13.63802,13.50607
Prpf4,-0.439989376,12.66344,12.53099
Gbp2,-0.440122253,12.58995,12.45746
Psma7,-0.440985955,16.74823,16.61548
Dctn2,-0.442945892,14.67085,14.53751
Lass2,-0.444307883,14.71927,14.58552
Hpgd,-0.445071926,14.43164,14.29766
Atl2,-0.445138365,14.14988,14.01588
Itpa,-0.446865767,14.64518,14.51066
Nudt4,-0.447563372,13.38505,13.25032
Lcp1,-0.447729469,17.12259,16.98781
Rbm8a,-0.448094881,13.67857,13.54368
Sel1l,-0.448360635,13.89696,13.76199
Abcb11,-0.44998838,16.02416,15.8887
Btd,-0.453144211,13.01183,12.87542
Ppp1r12a,-0.454971272,13.62013,13.48317
Arglu1,-0.456333262,16.09337,15.956
Paics,-0.457296622,14.69714,14.55948
Cp,-0.457429499,14.36369,14.22599
Slco1a4,-0.458093884,12.95389,12.81599
Ass1,-0.458459296,21.77192,21.63391
Aox3,-0.458658612,16.19705,16.05898
Ranbp1,-0.459721629,14.67526,14.53687
Cyb5,-0.462877461,19.79962,19.66028
Ncl,-0.463010338,16.21877,16.07939
Gpld1,-0.463242873,13.63334,13.49389
Ado,-0.464073355,12.60433,12.46463
Lamp2,-0.464405548,16.2267,16.0869
Rexo2,-0.46520281,14.04752,13.90748
Idh1,-0.465734319,19.29437,19.15417
Abhd14b,-0.466764117,18.65376,18.51325
Ap2b1,-0.466797336,16.09112,15.9506
Ppp1cc,-0.467395283,14.80978,14.66908
Aldh1a7,-0.467627818,18.14524,18.00447
Purb,-0.467793914,15.54279,15.40197
Icam1,-0.469421659,15.29304,15.15173
Mmaa,-0.469421659,13.05608,12.91477
Gak,-0.46982029,13.44978,13.30835
Pdcd6ip,-0.470617553,15.11143,14.96976
Alyref,-0.471082623,14.66705,14.52524
Raly,-0.472444614,15.20773,15.06551
Prep,-0.472909684,15.08295,14.94059
Casp3,-0.473640508,14.96787,14.82529
Sart3,-0.474603867,13.82596,13.68309
Habp4,-0.474670305,12.93932,12.79643
Phpt1,-0.475799761,12.37164,12.22841
Sephs2,-0.476098735,17.11106,16.96774
Coro1c,-0.476895997,14.71713,14.57357
Xxylt1,-0.476962436,15.26732,15.12374
Spryd4,-0.478424084,13.96267,13.81865
Cox6b1,-0.479321005,18.25664,18.11235
Fam98b,-0.479487101,14.16344,14.0191
Aspg,-0.479952171,15.46002,15.31554
Mrpl50,-0.481181285,14.35863,14.21378
Arg1,-0.484303897,20.93034,20.78455
Cnot1,-0.484536432,12.80266,12.6568
Gsdmd,-0.484669309,14.85574,14.70984
Ap1m2,-0.485167598,14.3438,14.19775
Ugt2b5,-0.488522746,19.00668,18.85962
Aldh2,-0.489486105,20.52865,20.3813
Cbx3,-0.49018371,14.41471,14.26715
Stat5b,-0.490715218,14.25735,14.10963
Rbm25,-0.491678577,14.03073,13.88272
Coro1a,-0.492608717,15.11047,14.96218
Stmn2,-0.492874471,11.77463,11.62626
Txn2,-0.493239884,14.43358,14.2851
Rai2,-0.494302901,17.25793,17.10913
Son,-0.495199821,12.86883,12.71976
Stub1,-0.496727908,12.6917,12.54217
Sord,-0.498355653,20.43987,20.28985
GNL2,-0.49985052,12.52902,12.37855
Thumpd1,-0.501511484,12.72787,12.5769
Aldh18a1,-0.50310601,13.41503,13.26358
Ptrh2,-0.503205668,14.64365,14.49217
Capg,-0.504667316,13.5242,13.37228
Abat,-0.50493307,16.91047,16.75847
Dhodh,-0.505697114,12.27923,12.127
Ranbp2,-0.505996087,12.93154,12.77922
Parp1,-0.506128965,13.60101,13.44865
Gnb2,-0.50632828,15.5909,15.43848
Txndc17,-0.506394719,15.87413,15.72169
Hoga1,-0.506992666,17.39429,17.24167
Coq5,-0.510646787,13.62041,13.46669
Dbi,-0.510713225,19.44279,19.28905
Dhrsx,-0.512540286,12.68866,12.53437
Atxn10,-0.513603303,13.69487,13.54026
Alb,-0.513902276,19.81916,19.66446
Ivd,-0.51420125,18.09998,17.94519
Flnb,-0.51513139,15.35809,15.20302
Pdcd5,-0.516659477,14.32757,14.17204
Cbr1,-0.518453318,18.10249,17.94642
Cops2,-0.519549554,13.65006,13.49366
Kif2a,-0.519981405,13.47593,13.3194
Cyp20a1,-0.520512913,12.31792,12.16123
Aldh8a1,-0.520612571,18.01089,17.85417
Mrps23,-0.520845106,14.49313,14.33634
Hspa14,-0.520878325,13.63073,13.47393
Rbx1,-0.521409834,13.792,13.63504
Dhx15,-0.521476272,14.49962,14.34264
Bclaf1,-0.521609149,12.44103,12.28401
Dis3,-0.521941342,13.80698,13.64986
Hbb.b2,-0.526126972,20.94542,20.78704
Krt6b,-0.526691699,13.72347,13.56492
Dpysl2,-0.531641372,15.57841,15.41837
Dbnl,-0.532006784,14.24345,14.0833
Nat8,-0.5322061,13.17663,13.01642
Wbp11,-0.533069801,12.02941,11.86894
Aldh1l2,-0.533634529,17.07598,16.91534
Smarcc2,-0.534896862,12.8864,12.72538
Rac1,-0.535195835,16.19262,16.03151
Cnn3,-0.535328712,14.9009,14.73975
Eml2,-0.537620843,14.88816,14.72632
Dld,-0.537853378,18.12309,17.96118
Hint2,-0.538982833,17.46765,17.3054
Nhp2,-0.540909552,13.49775,13.33492
Ppic,-0.54283627,14.90159,14.73818
Sdha,-0.543334559,17.5931,17.42954
Sf3a1,-0.54466333,13.88396,13.72
Ndufa8,-0.547354092,15.85057,15.6858
Cyp4v3,-0.548616425,15.34314,15.17799
Xpo7,-0.549114714,13.53755,13.37225
Aass,-0.549812319,17.6668,17.50129
Apex1,-0.549845538,15.63688,15.47136
Mcm2,-0.550177731,13.79108,13.62546
Chkb,-0.550775678,13.67885,13.51305
Ptges2,-0.551473283,14.36929,14.20328
Acsm1,-0.551938353,17.52901,17.36286
G3bp2,-0.552436642,13.97787,13.81157
Tra2a,-0.552469861,12.88444,12.71813
A2m,-0.556854807,15.13054,14.96291
Tmem38b,-0.559080498,14.42698,14.25868
Ces1g,-0.559279814,19.53815,19.36979
Plcl2,-0.560110296,15.27214,15.10353
Pck2,-0.561272971,13.93795,13.76899
Adi1,-0.561870918,15.66581,15.49667
Rbmx,-0.561904137,14.61093,14.44178
Arpc1a,-0.562269549,14.9152,14.74594
Sorbs2,-0.562369207,14.61978,14.45049
Myg1,-0.564163048,14.57383,14.404
Usp4,-0.56502675,11.15392,10.98383
Erbb2ip,-0.566056547,12.15182,11.98142
Mcm6,-0.566820591,13.54231,13.37168
Ywhah,-0.566887029,14.58869,14.41804
BC003331,-0.567418538,12.39296,12.22215
Stim1,-0.568016485,13.69383,13.52284
Pafah1b2,-0.568846967,14.92298,14.75174
Csnk2a1,-0.571105878,14.73205,14.56013
Aifm2,-0.571139097,13.86495,13.69302
Hnrph2,-0.571271974,15.37946,15.20749
Ddah1,-0.573265131,15.7859,15.61333
Usp9x,-0.578115146,13.36855,13.19452
Gstt1,-0.580008645,17.17969,17.00509
Bag3,-0.580872347,14.15955,13.98469
Arsb,-0.581005224,14.01108,13.83618
Bdh2,-0.581138101,13.69627,13.52133
Npm1,-0.581138101,15.57179,15.39685
Aimp1,-0.581669609,14.49436,14.31926
Chordc1,-0.58256653,12.63946,12.46409
Ttll12,-0.58535695,13.20792,13.03171
Dmd,-0.586187432,12.98123,12.80477
Fam120a,-0.58625387,14.15382,13.97734
Gss,-0.586619282,16.01283,15.83624
Car14,-0.588280246,13.46379,13.2867
Vac14,-0.588280246,13.29432,13.11723
Smpdl3a,-0.590738473,13.78915,13.61132
Cda,-0.591269982,13.52486,13.34687
H6pd,-0.591436078,16.07493,15.89689
Tcof1,-0.592000806,13.78894,13.61073
Mrps30,-0.592831288,13.45427,13.27581
Mrpl43,-0.59366177,13.79639,13.61768
Gorasp2,-0.593794647,14.47177,14.29302
Rangap1,-0.594758006,17.16961,16.99057
Rps12,-0.597116575,17.19056,17.01081
Ppp6c,-0.598843978,13.47245,13.29218
Eif4b,-0.599508363,15.43986,15.25939
Ccbl2,-0.599940214,17.35633,17.17573
Rtn3,-0.599973433,14.98601,14.8054
Commd1,-0.600471722,13.2497,13.06894
C1s,-0.601800494,11.4041,11.22294
Pttg1ip,-0.602464879,13.58264,13.40128
Drg2,-0.602963169,14.09577,13.91426
Afmid,-0.603328581,14.67958,14.49796
Hspa1b,-0.60425872,16.62163,16.43973
Ahcyl2,-0.604690571,17.80296,17.62093
Gltpd2,-0.605421395,14.01078,13.82853
Pgm3,-0.605521053,15.63571,15.45343
Tln1,-0.606285097,15.67012,15.48761
Naaa,-0.608012499,14.321,14.13797
Ahcy,-0.608544008,20.3368,20.15361
Sorbs1,-0.609474148,14.11274,13.92927
Hnrnpa1,-0.609773121,14.79869,14.61513
Cherp,-0.611002234,10.78248,10.59855
Csrp1,-0.611035454,14.08959,13.90565
Lgals8,-0.611334427,13.37969,13.19566
Fam25c,-0.611965594,10.72879,10.54457
Gphn,-0.612231348,14.82361,14.63931
Gps1,-0.613360803,15.08146,14.89682
Tmod3,-0.616250881,13.79021,13.6047
Nudt5,-0.619705686,14.76262,14.57607
Smyd5,-0.621732062,12.91201,12.72485
Aspa,-0.622894737,13.50334,13.31583
Dync1li2,-0.622994395,13.86878,13.68124
Anp32e,-0.623027614,13.49327,13.30572
Grb2,-0.623459465,14.53674,14.34906
Nags,-0.623725219,14.2626,14.07484
Klkb1,-0.623990973,13.54539,13.35755
Ahsa1,-0.624987552,16.11632,15.92818
AI837181,-0.625818034,13.66288,13.47449
Snx2,-0.626615297,15.67135,15.48272
Dhrs3,-0.626648516,14.44356,14.25492
Hsd11b1,-0.628176603,18.20121,18.01211
Pef1,-0.628973865,13.88864,13.6993
Tceb2,-0.629073523,14.98135,14.79198
Acot5,-0.629605032,14.84027,14.65074
Clcc1,-0.631099899,11.51566,11.32568
Cyp2b10,-0.631930381,15.78276,15.59253
Slc4a1,-0.632030039,14.00782,13.81756
Tial1,-0.632893741,14.66382,14.4733
Hn1l,-0.633093056,13.35751,13.16693
Cd1d1,-0.636082792,13.40228,13.2108
Vrk3,-0.636581081,12.15519,11.96356
Kif13a,-0.637478001,12.60523,12.41333
Aarsd1,-0.637876633,14.37176,14.17974
Sf1,-0.639105746,14.02921,13.83682
Btf3,-0.639238623,14.41322,14.22079
Pfas,-0.640368079,16.5645,16.37173
Aldoa,-0.640434517,15.86593,15.67314
Pcna,-0.640600614,14.14474,13.9519
Nfkb1,-0.641563973,12.27409,12.08096
Rnf114,-0.641862946,12.46843,12.27521
Phlda1,-0.642294797,12.11063,11.91728
Gaa,-0.643922542,13.95362,13.75978
Rdx,-0.644254735,17.17294,16.979
Ddx3y,-0.64495234,15.24716,15.05301
Nmt1,-0.645716383,14.98139,14.78701
Acot6,-0.646978716,17.24877,17.05401
Sdf2l1,-0.646978716,14.97819,14.78343
Tnpo3,-0.649038311,11.93648,11.7411
Cyp2j5,-0.649270846,15.02305,14.8276
Eif3a,-0.650167767,15.70365,15.50793
Ifi35,-0.650167767,15.32417,15.12845
Hal,-0.65049996,17.45118,17.25536
Golph3,-0.650732495,13.49926,13.30337
Hsd17b8,-0.650765714,16.37834,16.18244
Plod3,-0.654486273,12.66849,12.47147
Nudt16,-0.655183878,14.27511,14.07788
Aldh4a1,-0.659170192,19.51875,19.32032
Ints5,-0.659778105,9.738862,9.540249
Synj2bp,-0.664186303,14.95762,14.75768
Tagln2,-0.664285961,15.71074,15.51077
Hmgb2,-0.664584935,14.16499,13.96493
Rpe,-0.667375354,13.77312,13.57222
Xpnpep1,-0.668538029,14.8518,14.65055
Amt,-0.669268853,15.69266,15.49119
Myl4,-0.670963037,13.50212,13.30014
Bhmt,-0.671062694,21.72406,21.52205
Nsf,-0.672922974,14.81741,14.61484
Pea15a,-0.673255167,13.00322,12.80055
Tomm34,-0.674783254,13.37111,13.16798
Coq3,-0.677374358,14.61516,14.41125
Marcks,-0.677806208,14.55544,14.3514
Sf3a3,-0.678470594,12.48109,12.27685
Pdlim7,-0.678802787,13.50497,13.30063
