Diet,Fold Change HF/CD,CD,HF
ORF61,0.537620843,12.13241,12.29425
Itgb3bp,0.53775372,6.28037,6.44225
Pyhin1,0.53775372,6.71537,6.87725
Fam26d,0.537906529,3.959074,4.121
Ddx28,0.537999543,7.431296,7.59325
Bckdk,0.538614099,7.096111,7.25825
G6pc2,0.538889819,4.027778,4.19
Eepd1,0.539012731,6.000741,6.163
Mrpl54,0.53904595,5.466481,5.62875
Gm26727,0.539537595,4.613333,4.77575
Myo18b,0.539627287,3.665556,3.828
Crot,0.539680438,15.82704,15.9895
Fahd1,0.540152152,7.478148,7.64075
Lgr6,0.540211947,4.68963,4.85225
Gpnmb,0.540427872,5.004815,5.1675
Oit3,0.5406139,9.354259,9.517
C3ar1,0.540736811,7.042222,7.205
F13b,0.540743455,11.37222,11.535
Fmn2,0.540859723,3.160185,3.323
Dnajc11,0.541105545,8.231111,8.394
Akr1c12,0.542643598,9.958148,10.1215
Aldh6a1,0.542736612,14.22037,14.38375
Fam173a,0.542919318,8.949815,9.11325
Olfr891,0.542919318,3.934815,4.09825
Poldip2,0.543068805,11.40852,11.572
Apol11a,0.54319836,3.961481,4.125
Gtf2b,0.543656786,7.402593,7.56625
Naa38,0.543699971,11.76333,11.927
Olfr701,0.543965726,5.915,6.07875
Pex7,0.544098603,10.67796,10.84175
Atp6v0c,0.544131822,14.3937,14.5575
Mzt2,0.544151754,6.304444,6.46825
C2cd2l,0.544211548,9.110926,9.27475
Cox7a2,0.544297918,12.22815,12.392
Hdhd2,0.544530453,10.55833,10.72225
B4galnt3,0.544733091,5.628519,5.7925
Lce1c,0.544796208,5.45,5.614
Hdlbp,0.544862646,14.42648,14.5905
Ctsj,0.545410764,4.754815,4.919
Gnat2,0.545596792,4.299259,4.4635
Gne,0.545826005,14.70944,14.87375
Olfr522,0.545842615,4.690185,4.8545
Lnx1,0.545872512,4.630926,4.79525
Lsm2,0.545935629,6.717407,6.88175
Msgn1,0.546364158,3.452778,3.61725
Bnip2,0.546656487,10.23519,10.39975
Prune,0.546855803,9.27963,9.44425
Ifi30,0.546922242,11.53611,11.70075
Kprp,0.547932108,3.435556,3.6005
Apool,0.548334061,7.560185,7.72525
Cog6,0.548393856,9.316667,9.48175
Cd274,0.548579884,6.456111,6.62125
Nqo2,0.548649644,12.54759,12.71275
Esp36,0.549011734,5.486481,5.65175
Pde8b,0.549134646,3.994444,4.15975
Pacsin2,0.549164543,8.600185,8.7655
Amdhd2,0.549563174,8.114815,8.28025
Olfr412,0.5497791,3.625,3.7905
Olfr786,0.5497791,2.7,2.8655
Gbp9,0.549842216,6.606481,6.772
Cyp8b1,0.550974994,11.35889,11.52475
Gm5955,0.551008213,3.39963,3.5655
Obscn,0.551101227,3.836852,4.00275
Hsd17b10,0.551639379,14.74444,14.9105
Pbx1,0.551901812,8.576111,8.74225
Acat3,0.552038011,12.91407,13.08025
Cav2,0.552609382,4.673148,4.8395
Adamts4,0.553562776,3.591111,3.75775
Homez,0.55393151,5.53,5.69675
Olfr722,0.55393151,4.865,5.03175
Daam1,0.55420723,9.286667,9.4535
Dnajc4,0.554453053,8.317593,8.4845
Cyb5b,0.55532672,13.93333,14.1005
Fcgr4,0.555562577,7.359259,7.5265
Gm97,0.555562577,4.644259,4.8115
Prpf19,0.555592474,9.69,9.85725
Dnajc19,0.555625693,13.42074,13.588
Enpp4,0.555838297,8.270926,8.43825
Decr2,0.556157202,14.35833,14.52575
Ahsa2,0.556177133,8.519074,8.6865
Gm16223,0.556236928,4.395556,4.563
Kng2,0.556721929,15.74241,15.91
BC024139,0.55706741,4.500556,4.66825
Edn1,0.557439466,4.979444,5.14725
Icam1,0.557469363,7.140185,7.308
Olfr586,0.557469363,4.320185,4.488
Apol10b,0.55808392,4.575,4.743
Pax8,0.558299845,4.045185,4.21325
Cdh15,0.55835964,3.666667,3.83475
Gm3985,0.55835964,3.396667,3.56475
Ermn,0.558392859,3.987407,4.1555
Olfr1161,0.558392859,4.142407,4.3105
Coasy,0.558791491,8.802037,8.97025
Olfr16,0.558821388,3.997778,4.166
Olfr207,0.559007416,5.437222,5.6055
Cdc42ep4,0.559346253,6.15537,6.32375
Gphb5,0.559774781,3.510741,3.67925
Gm3159,0.559837898,4.202222,4.37075
Mup12,0.5599442,19.26519,19.43375
Ckmt2,0.560020604,4.626667,4.79525
Lrrc8a,0.561067011,8.291852,8.46075
Gm11114,0.561073655,13.65685,13.82575
Prdx4,0.561505506,12.47722,12.64625
Gpr62,0.561621773,5.170185,5.33925
Cox18,0.561651671,9.200926,9.37
Pigw,0.561744685,5.463148,5.63225
Fgg,0.561837699,19.39537,19.5645
P2ry2,0.561867596,6.796111,6.96525
Adar,0.561897493,9.131852,9.301
Gm9949,0.562389139,4.218704,4.388
Acat2,0.562435646,12.40444,12.57375
Mesdc2,0.562820989,9.969074,10.1385
Clec4b1,0.562850887,5.954815,6.12425
Olfr287,0.563312635,5.170926,5.3405
Olfr1454,0.563342532,3.656667,3.82625
Dnajb1,0.56352856,7.466111,7.63575
Mpv17l2,0.563834177,7.888519,8.05825
Pllp,0.564113219,6.605185,6.775
Btg2,0.564173014,7.226667,7.3965
Olfr761,0.564359042,3.676111,3.846
Dnahc2,0.564604865,4.962037,5.132
Cdkl1,0.565003496,4.701667,4.87175
Gm20736.6,0.56537223,5.275556,5.44575
Rabl5,0.56537223,4.995556,5.16575
Pmpcb,0.566255863,12.47204,12.6425
Mlkl,0.566604666,8.995185,9.16575
Pid1,0.566920249,12.41259,12.58325
Plcxd3,0.567003297,3.754815,3.9255
Mettl22,0.567053126,10.4163,10.587
Creb3,0.567186003,12.23926,12.41
Fgfr2,0.567282339,7.751481,7.92225
Dynll2,0.567740765,8.082593,8.2535
Bdkrb2,0.568019807,3.804259,3.97525
Hsd11b1,0.568215801,18.0287,18.19975
Olfr883,0.568235732,4.829444,5.0005
Amph,0.568418438,4.093889,4.265
Aldh9a1,0.568481555,13.72037,13.8915
Nisch,0.568680871,11.23981,11.411
Ngef,0.569371832,7.371852,7.54325
Fgfbp3,0.5701093,3.20463,3.37625
Gm10037,0.5701093,5.00463,5.17625
Pcyt2,0.570674027,13.40296,13.57475
Mrps6,0.571308516,7.378519,7.5505
Gm1527,0.571647352,3.856667,4.02875
Gltpd1,0.571710469,8.188148,8.36025
Nme5,0.571770264,4.68963,4.86175
Gm3259,0.571893175,4.452593,4.62475
Mup13,0.572733623,19.26759,19.44
B4galt7,0.572879788,6.391296,6.56375
Pim3,0.57296948,8.113519,8.286
Lpcat3,0.573431228,14.31963,14.49225
Atp6ap1,0.573995956,10.96796,11.14075
Pea15a,0.574231812,5.638889,5.81175
Nav2,0.574384621,8.802593,8.9755
Fetub,0.574394587,15.31759,15.4905
Nrp1,0.57441784,8.993333,9.16625
Dhrs3,0.575058973,13.62889,13.802
Gm2832,0.575587159,3.676481,3.84975
Ifi35,0.576384422,9.000741,9.17425
Olfr1204,0.576384422,4.285741,4.45925
Foxo1,0.576723258,7.873889,8.0475
Echdc1,0.576753156,11.27463,11.44825
Nckipsd,0.576753156,6.32963,6.50325
Fas,0.577032198,7.641296,7.815
Prelid1,0.577052129,13.04704,13.22075
Impa1,0.577062095,8.837037,9.01075
Fam134a,0.577118568,11.19352,11.36725
Olfml3,0.577553741,6.118889,6.29275
Ptges3,0.577739768,9.458333,9.63225
Cdsn,0.577799563,4.389815,4.56375
Olfr616,0.578168297,3.918704,4.09275
Casp8,0.578181585,12.9587,13.13275
Gramd1c,0.578261311,7.390926,7.565
Anxa11,0.578324428,8.897407,9.0715
Azin1,0.578513778,12.58185,12.756
Olfr767,0.578693162,5.196296,5.3705
Nlrp9a,0.578875868,4.010741,4.185
Alg13,0.57915491,5.672407,5.84675
Map3k8,0.579244602,5.78963,5.964
Cfl1,0.579377479,13.63759,13.812
Cym,0.579490425,5.245556,5.42
Olfr597,0.579613336,3.438519,3.613
Ankk1,0.579892378,3.600185,3.77475
Bbs4,0.580384023,5.922037,6.09675
Magt1,0.580473715,11.65926,11.834
Rai14,0.580629846,9.647963,9.82275
Ndufb10,0.580752757,8.970926,9.14575
Diablo,0.581028477,8.682593,8.8575
Acsl4,0.581437074,10.22222,10.39725
Dnajc3,0.581802487,12.01111,12.18625
Esp15,0.583460129,3.796111,3.97175
Cga,0.583765746,4.583519,4.75925
Mx1,0.584227494,5.67463,5.8505
Ang6,0.584383625,5.698333,5.87425
Lama3,0.584473317,4.000556,4.1765
Rad21l,0.585028079,4.128889,4.305
Gorasp2,0.585057976,13.68963,13.86575
Gm20871.2,0.585642635,4.628704,4.805
Bscl2,0.585951575,9.071111,9.2475
Commd3,0.586353528,11.50074,11.67725
Gm16405,0.586506337,3.829444,4.006
Pigu,0.586934865,9.919815,10.0965
Cul4a,0.586984694,10.9163,11.093
Cd14,0.587057777,6.802778,6.9795
Hmcn1,0.587213907,4.631481,4.80825
Micu2,0.587858361,9.557037,9.734
Glod4,0.588074287,9.342222,9.51925
Gpr137,0.588197198,8.175185,8.35225
Olfr1239,0.588443021,4.621111,4.79825
Cstf2t,0.588748638,5.963519,6.14075
Olfr1508,0.588811755,6.01,6.18725
Bri3,0.589143948,10.84315,11.0205
Cyp2a12,0.589310044,16.62685,16.80425
Fam149b,0.589672134,7.090741,7.26825
Bcs1l,0.589858162,8.820185,8.99775
Gm94,0.590074087,4.19537,4.373
Pex12,0.59016378,9.087593,9.26525
Pacrg,0.59090457,4.69037,4.86825
Nfia,0.591203543,14.07278,14.25075
AI462493,0.591502517,10.03019,10.20825
Hist1h2bc,0.591502517,14.49019,14.66825
Ptprk,0.592133683,11.58,11.75825
Gm17768,0.592319711,4.699444,4.87775
Mrap,0.592465876,10.52815,10.7065
C1qtnf5,0.592688445,5.958333,6.13675
Irf9,0.592871151,8.502778,8.68125
Gm10436,0.593332899,3.503889,3.6825
Olfr1020,0.59376475,3.934259,4.113
Plekhf1,0.59404047,6.955926,7.13475
Axl,0.594409204,8.019815,8.19875
Gm8267,0.594562012,3.798519,3.9775
Ndufs5,0.594658348,10.95574,11.13475
Pcbd2,0.594718143,7.482222,7.66125
Cox19,0.594963966,7.583148,7.76225
Clic5,0.595947256,5.871852,6.05125
Atp5s,0.596409004,6.762963,6.9425
Gsc2,0.596472121,4.754444,4.934
Rarres1,0.596684724,9.31963,9.49925
Iapp,0.596963766,3.846296,4.026
Fbxo22,0.596983698,10.42704,10.60675
Irf2bp1,0.597731132,6.184815,6.36475
Atp11a,0.597794248,7.796296,7.97625
Ahsg,0.598611443,19.5763,19.7565
Gpaa1,0.599023362,9.415926,9.59625
Ppic,0.599455212,8.091296,8.27175
Olfr1299,0.600222578,4.474815,4.6555
Cyp2c38,0.600239187,14.97481,15.1555
Gopc,0.600438503,7.565,7.74575
Apoo,0.600637819,10.46444,10.64525
Grtp1,0.601332102,7.291481,7.4725
Ak2,0.601734055,12.88111,13.06225
Olfr1112,0.601883542,4.369815,4.551
Pgpep1,0.602654229,8.028333,8.20975
Dis3l,0.602993066,5.816481,5.998
Ppapdc2,0.603268786,7.648148,7.82975
Adam32,0.603328581,4.33463,4.51625
Mfsd1,0.603461458,11.89259,12.07425
Cldn13,0.603514609,4.684074,4.86575
Glipr1l2,0.603730534,3.499259,3.681
Gjc3,0.604683927,6.847222,7.02925
Crem,0.604899853,9.742407,9.9245
Gsdma3,0.605175573,4.784074,4.96625
Ccdc130,0.60677342,6.777593,6.96025
Pnkd,0.608128767,7.055185,7.23825
Gm21748,0.608527398,6.744815,6.928
Gm21860,0.608527398,6.744815,6.928
Aes,0.608876201,15.63296,15.81625
Pfn1,0.609175174,15.64037,15.82375
Nipa1,0.609327983,4.579074,4.7625
Deb1,0.609387777,8.715556,8.899
Hist1h2be,0.61037439,3.294259,3.478
Mtg1,0.610527199,8.457963,8.64175
Fam54b,0.610603603,11.33519,11.519
Mpzl3,0.610895933,6.716852,6.90075
Mrpl48,0.610969015,11.34833,11.53225
Ppa2,0.611696517,9.411111,9.59525
Pigp,0.612065251,9.885,10.06925
Cckar,0.612311074,5.360926,5.54525
Nme2,0.612796076,13.71278,13.89725
Mlx,0.612995391,10.82722,11.01175
Hgf,0.61323457,9.033148,9.21775
Ccdc80,0.613480393,6.014074,6.19875
Olfr74,0.613573407,3.741296,3.926
Ece1,0.613593338,10.67204,10.85675
Gfm2,0.614065052,9.618148,9.803
F5,0.614158066,14.14537,14.33025
Oprd1,0.614187964,4.321111,4.506
Olfr774,0.614463684,3.587778,3.77275
Ndufa10,0.61492211,12.44889,12.634
Irak1,0.615510091,7.887963,8.07325
Nme3,0.61609475,8.452037,8.6375
Gm4955,0.616154545,3.768519,3.954
Gm20782,0.616340573,3.782963,3.9685
Col2a1,0.616433587,5.095185,5.28075
Fpr1,0.616433587,7.560185,7.74575
Ivns1abp,0.616848828,10.59481,10.7805
Mep1a,0.616895335,3.916296,4.102
Cfb,0.616948486,14.30778,14.4935
Olfr1184,0.61711126,3.386481,3.57225
Fam169b,0.617539789,8.721852,8.90775
Myd88,0.617569686,8.792593,8.9785
Dctn5,0.618031434,9.068704,9.25475
Galns,0.618340374,5.991111,6.17725
Gm3594,0.618493182,4.919815,5.106
Gm3594.1,0.618493182,4.919815,5.106
Gm5595,0.619047944,5.783148,5.9695
Bola3,0.619174178,12.96611,13.1525
Nudt14,0.61926387,7.353333,7.53975
Rab20,0.619386781,4.826296,5.01275
Hpd,0.620170756,19.22056,19.40725
Psg16,0.620306955,4.688519,4.87525
Gmppa,0.621230451,8.505741,8.69275
Ifitm1,0.621632404,9.96037,10.1475
Olfr716,0.622217064,4.119444,4.30675
Pop4,0.622552578,9.257593,9.445
Atp6v1e1,0.622562544,11.41759,11.605
C87977,0.62283162,4.784259,4.97175
C1qa,0.623127272,11.10167,11.28925
Lynx1,0.623539191,4.431296,4.619
Adam5,0.623721897,4.455741,4.6435
Ormdl2,0.626017349,10.0363,10.22475
Marveld1,0.626738208,9.013333,9.202
Gm10644,0.627535471,5.047593,5.2365
Lss,0.627645094,11.10981,11.29875
Cd300e,0.627997219,6.658704,6.84775
Pus1,0.628306158,5.536111,5.72525
Klra3,0.628950612,4.421667,4.611
adk,0.62970469,15.94019,16.12975
Islr,0.629814313,6.127407,6.317
Klhdc3,0.630269417,11.08352,11.27325
Nr2f2,0.630302637,11.24426,11.434
Mrps27,0.631166338,9.205,9.395
Fam180a,0.631903806,5.802778,5.993
Atpaf2,0.631933703,7.093519,7.28375
Erp27,0.632059937,5.621481,5.81175
Fabp7,0.632362232,10.26389,10.45425
Rab4a,0.632528329,10.10759,10.298
Kdelr1,0.63292696,12.16722,12.35775
Aco2,0.633026618,11.98444,12.175
Lancl2,0.63328905,6.791111,6.98175
Pex26,0.63356477,5.422778,5.6135
Atp1b1,0.634023196,10.99389,11.18475
Nt5c,0.634026518,9.108889,9.29975
Ero1lb,0.634242443,9.389074,9.58
Kdelc2,0.634242443,6.174074,6.365
Csnk1g3,0.634857,9.563889,9.755
Map6,0.635288851,3.764259,3.9555
Nt5dc2,0.635594468,7.336667,7.528
Pla2g12b,0.635983134,10.3063,10.49775
Olfr259,0.636026319,3.222037,3.4135
Pde7b,0.636242244,7.327222,7.51875
Mrgpra7,0.636458169,4.742407,4.934
Mov10,0.636517964,8.688889,8.8805
Pno1,0.636713958,10.16333,10.355
Oasl1,0.636793684,4.350556,4.54225
Chrm3,0.636886698,5.142778,5.3345
Gm2663,0.636979712,3.955,4.14675
Dgkk,0.63716574,4.484444,4.67625
Nlrp9c,0.637378344,4.55963,4.7515
Mpped1,0.637471358,7.676852,7.86875
Pla2g15,0.637933106,9.542963,9.735
Foxred1,0.638331737,7.447593,7.63975
Gbp4,0.638441361,10.03981,10.232
P4ha1,0.638547662,7.477778,7.67
Cxcl9,0.638707115,10.46148,10.65375
Akt2,0.638826704,9.224444,9.41675
Agbl4,0.639255233,3.414815,3.60725
Olfr228,0.639657186,4.109444,4.302
Gm10118,0.639716981,3.405926,3.5985
Odz3,0.639962804,8.541852,8.7345
Atf3,0.640670374,7.043889,7.23675
Olfr1324,0.641623768,4.506852,4.7
Pfkl,0.641716782,8.859074,9.05225
Gm8693,0.641962604,3.92,4.11325
Csn3,0.642055618,4.107222,4.3005
Mttp,0.642361236,12.31463,12.508
Rab6a,0.64262699,11.8363,12.02975
Cacfd1,0.642822984,7.680741,7.87425
Cpox,0.642925963,12.51796,12.7115
Ifrd1,0.643068806,6.866667,7.06025
Mrpl34,0.643686685,9.631481,9.82525
Pcbp1,0.644088638,11.40111,11.595
Gm8909,0.644155077,10.74759,10.9415
Hsd17b12,0.644287954,12.5163,12.71025
Gm21814,0.644517167,6.011481,6.2055
Gpatch11,0.644606859,7.143704,7.33775
Babam1,0.644653366,11.27944,11.4735
Arl1,0.645284532,13.94,14.13425
AI413582,0.64547056,6.504444,6.69875
Nptx1,0.645560252,4.086667,4.281
Angptl3,0.645583506,18.34741,18.54175
Olfr1039,0.646144912,4.455741,4.65025
Osgin2,0.646178131,5.076481,5.271
Calb2,0.646453851,3.603148,3.79775
Hmgb4,0.646576762,3.681111,3.87575
Fbxo6,0.646759469,9.250556,9.44525
Gatc,0.647178031,12.16593,12.36075
Pygl,0.647211251,13.92167,14.1165
Esyt3,0.647805876,4.255741,4.45075
Pdcd4,0.648041733,14.13167,14.32675
Gm13031,0.648360638,4.534074,4.72925
Acer2,0.648636358,7.685741,7.881
Olfr1202,0.649500059,3.986481,4.182
Mup1,0.6495366,19.13222,19.32775
Krtdap,0.649559854,6.237963,6.4335
Igip,0.65046674,11.92944,12.12525
Nnmt,0.651031468,11.47852,11.6745
Dhdh,0.651297222,12.83519,13.03125
H2.T23,0.651496538,14.64463,14.84075
Hpgd,0.651629415,14.97759,15.17375
Olfr127,0.652390137,4.076111,4.2725
Ndufaf4,0.652393459,10.83611,11.0325
Cpne7,0.653313633,4.873333,5.07
Gm5155,0.653958087,3.828889,4.02575
Deaf1,0.654110895,7.152593,7.3495
Arl16,0.654695555,6.831667,7.02875
Fmr1nb,0.655220419,5.884259,6.0815
Dctn2,0.655349975,10.65722,10.8545
Pex13,0.656645527,10.55833,10.756
D1Ertd622e,0.657097309,5.464444,5.66225
Cib1,0.65777166,6.655741,6.85375
Fitm2,0.659741564,6.998148,7.19675
Bmp7,0.662292804,3.85963,4.059
Gm21943.1,0.663618254,3.736481,3.93625
Il33,0.664046782,5.896852,6.09675
Ceacam9,0.664322502,3.233519,3.4335
Cd9,0.664983566,10.38407,10.58425
Pex11a,0.665315759,10.81722,11.0175
Cox6a2,0.665584835,6.693889,6.89425
Ahsa1,0.66617946,10.52796,10.7285
LOC100040054,0.666724256,4.756296,4.957
Acad11,0.666943504,12.68148,12.88225
Dnajb9,0.667176039,12.90241,13.10325
Krtap4.1,0.667521519,3.610556,3.8115
Mon1a,0.667614533,6.407778,6.60875
Lrrc23,0.667800561,5.172222,5.37325
Gm10598,0.667860356,4.248704,4.44975
Olfr304,0.668292206,4.509074,4.71025
Commd1,0.6698668,11.01185,11.2135
Gla,0.67022889,7.235741,7.4375
BC048671,0.670414918,4.070185,4.272
Ndufaf2,0.670906564,7.457037,7.659
Ccpg1os,0.671029475,9.24,9.442
Arl8a,0.671182284,9.258704,9.46075
Olfr15,0.671461326,3.86037,4.0625
Galnt11,0.671491223,8.056111,8.25825
Arhgef3,0.671627422,10.39907,10.60125
Dolk,0.67367373,8.488704,8.6915
Krtap20.2,0.674567329,4.980185,5.18325
Pin1,0.675058974,7.547037,7.75025
Pnpo,0.675713394,12.49759,12.701
Pgm5,0.675796442,7.094815,7.29825
Capn13,0.675949251,3.623519,3.827
Eif2b4,0.675949251,6.148519,6.352
Ptgfrn,0.676012367,4.985,5.1885
Dalrd3,0.676165176,9.483704,9.68725
Gclc,0.67634456,13.68315,13.88675
Fh1,0.677573674,12.42278,12.62675
Dbndd2,0.677703229,6.855741,7.05975
Negr1,0.677736448,3.911481,4.1155
Exoc4,0.677796243,9.842963,10.047
Metap1d,0.677859359,9.394444,9.5985
Cox15,0.677982271,9.977407,10.1815
BC089491,0.678228093,6.203333,6.4075
Car14,0.678537033,10.21574,10.42
Nanos1,0.679058575,4.768333,4.97275
Pkia,0.679088473,5.354074,5.5585
Polr3h,0.679088473,6.549074,6.7535
Hfm1,0.679643235,3.797407,4.002
Ext1,0.679965462,10.98481,11.1895
Ppapdc1b,0.680231216,10.29648,10.50125
Gm14548,0.6804106,5.580926,5.78575
Aldob,0.680995259,19.375,19.58
Fkbp4,0.68142711,10.68037,10.8855
Acaa1b,0.682921978,12.20167,12.40725
Ndufb4,0.682921978,14.47667,14.68225
Ptgdr,0.68299506,3.203148,3.40875
Extl1,0.683795645,5.017407,5.22325
Lipo4,0.684008248,5.802593,6.0085
Pebp1,0.684749038,9.53537,9.7415
P2ry13,0.685363595,6.360185,6.5665
Med29,0.685546301,8.88963,9.096
Olfr541,0.685792124,4.865556,5.072
Mylpf,0.686008049,6.670741,6.87725
Olfr1246,0.686101063,3.757963,3.9645
Blmh,0.686343564,10.18889,10.3955
Gbp7,0.687084354,9.701667,9.9085
Coq7,0.687240484,8.28037,8.48725
Nampt,0.688336721,10.58704,10.79425
Cyp2c39,0.689067545,12.67407,12.8815
Ap3m1,0.68926686,12.46926,12.67675
Agmat,0.690994263,13.10574,13.31375
Bst2,0.690994263,10.32074,10.52875
Gbas,0.691083955,8.612963,8.821
Gm9817,0.691206866,3.140926,3.349
Gm6367,0.691329778,3.938889,4.147
Pltp,0.692256596,11.50611,11.7145
Eps8l2,0.69317677,9.228333,9.437
Chpt1,0.693352832,13.14278,13.3515
Olfr437,0.693359476,4.962778,5.1715
Olfr937,0.693575401,3.547963,3.75675
Asf1a,0.69388434,6.54537,6.75425
Hadhb,0.694316191,13.98574,14.19475
Alg6,0.694375986,6.382222,6.59125
Masp1,0.694548726,12.69167,12.90075
Lipc,0.694615165,13.40815,13.61725
Gltpd2,0.694880919,11.87907,12.08825
Hadha,0.69531277,14.80019,15.0095
Narf,0.695359277,8.715926,8.92525
Mrpl38,0.695512085,9.77963,9.989
Fkbp9,0.696465479,9.547593,9.75725
Anxa4,0.696575102,11.86481,12.0745
Mcm10,0.69667476,10.64778,10.8575
Prox1,0.696807637,12.00574,12.2155
Krt23,0.696990343,3.710185,3.92
Megf9,0.697388975,8.434815,8.64475
Gng11,0.698282573,6.026296,6.2365
Gramd3,0.699020041,9.189074,9.3995
Chn2,0.699730934,10.90611,11.11675
Gm6494,0.699850523,3.384074,3.59475
Fut10,0.701325459,5.16963,5.38075
Garem,0.70175731,8.25,8.46125
Mvk,0.702126044,6.573889,6.78525
Mrpl1,0.702189161,9.21537,9.42675
Ces1c,0.702288819,18.19259,18.404
Ccnc,0.702494778,9.037778,9.24925
Cyp2d26,0.703119301,18.45759,18.66925
Ccdc36,0.704464681,4.700185,4.91225
Gtsf1,0.705354958,3.801667,4.014
Ntn1,0.705570883,4.861852,5.07425
Olfr1080,0.705723692,3.910556,4.123
Dusp1,0.705743624,11.8563,12.06875
Mrrf,0.70590972,9.96,10.1725
Rab12,0.706464482,8.978333,9.191
Bckdha,0.706673764,11.08852,11.30125
Aldh3a2,0.706740202,16.11,16.32275
Jund,0.706986025,9.185926,9.39875
Hyi,0.707138834,10.94963,11.1625
Apoh,0.707238491,19.33185,19.54475
Ppwd1,0.707663698,9.337222,9.55025
H2.T22,0.707670342,10.44222,10.65525
Cyb5d1,0.708032432,8.021111,8.23425
Ick,0.70806233,7.521852,7.735
Chi3l1,0.709168532,5.468519,5.682
Arid5b,0.710327885,12.42667,12.6405
Pcolce2,0.71033785,5.721667,5.9355
Gfm1,0.710460762,11.17463,11.3885
Pomp,0.711058709,12.1587,12.37275
Mpdz,0.711291244,8.02963,8.24375
Klf12,0.711357682,10.19111,10.40525
Gcsh,0.711424121,13.38759,13.60175
Klra17,0.711507169,4.984815,5.199
Abca3,0.711523779,11.67556,11.88975
Pdzd11,0.711570286,7.471296,7.6855
Gpx3,0.711909122,7.669444,7.88375
Gde1,0.712061931,9.963148,10.1775
Olfr1143,0.712430665,5.002037,5.2165
Gm6981,0.712653234,10.76222,10.97675
Fkbp1a,0.712676488,9.102963,9.3175
Immp2l,0.71285255,10.55241,10.767
Itgb5,0.713184743,10.13981,10.3545
Glt8d1,0.713261147,7.712037,7.92675
Mia2,0.713716251,11.23815,11.453
Paox,0.714460363,8.535926,8.751
Cap2,0.714676288,5.766111,5.98125
Ptgr1,0.715015125,4.284259,4.4995
Fam129b,0.71550677,7.121111,7.3365
Chst8,0.716676089,7.184259,7.4
Jagn1,0.717137837,10.21537,10.43125
Gys2,0.717868661,11.08815,11.30425
Olfr1489,0.7179351,3.64963,3.86575
Pdia4,0.7179351,14.24463,14.46075
Fbxw5,0.718366951,11.47,11.68625
Gm3873,0.719728941,14.44759,14.66425
Dyx1c1,0.719841887,3.215556,3.43225
Maff,0.719841887,4.305556,4.52225
Nlrp12,0.721413159,5.063333,5.2805
Atp2a1,0.722582477,6.066481,6.284
Mfge8,0.722612375,7.727222,7.94475
Klkb1,0.723216966,13.94704,14.16475
Il6ra,0.723319945,9.919259,10.137
PPP1R11,0.723715255,10.04889,10.26675
Olfr338,0.724117208,5.708519,5.9265
Prelid2,0.724180325,8.21,8.428
Lrrc2,0.725010807,4.13,4.34825
Fam160a1,0.725163615,4.948704,5.167
Apol7d,0.725286527,6.166667,6.385
Gngt2,0.725379541,7.078889,7.29725
Igf2bp2,0.725379541,4.838889,5.05725
Olfr1408,0.725595466,4.054074,4.2725
LOC676070,0.725718377,4.002037,4.2205
Abcg3,0.726273139,6.54037,6.759
Ccl27b,0.726608654,9.593519,9.81225
Hsf2,0.726608654,9.493519,9.71225
Gm11127,0.726701668,6.780741,6.9995
Fdx1,0.726837867,11.9137,12.1325
Mpst,0.727010607,8.123148,8.342
Mettl11b,0.727565369,3.511481,3.7305
Mlf2,0.727568691,11.24148,11.4605
Aym1,0.727934103,5.62037,5.8395
Chd3,0.728362632,5.980741,6.2
Ndufv3,0.728395851,7.556481,7.77575
Gm4988,0.728518763,4.219444,4.43875
Adipor2,0.728764585,13.12537,13.34475
Mrps28,0.7291001,7.633519,7.853
Calm1,0.729163217,12.57,12.7895
Cygb,0.729256231,8.207222,8.42675
Klk1b22,0.729870788,4.632037,4.85175
Gna12,0.730292672,13.46741,13.68725
Asna1,0.730854078,9.405741,9.62575
Glrx5,0.731289251,12.16611,12.38625
Olfr828,0.731501854,5.061296,5.2815
Arf1,0.731887198,13.65593,13.87625
Phyh,0.733049873,16.23833,16.459
Nrn1,0.733149531,15.3563,15.577
Hnf4a,0.733481723,12.7037,12.9245
Cyb5r3,0.733681039,15.22389,15.44475
Ecscr,0.733870389,5.553333,5.77425
Mrpl27,0.734146109,12.445,12.666
Gstp1,0.734212548,14.49648,14.7175
Ctsa,0.734843714,12.75204,12.97325
Gm2506,0.735315428,8.648148,8.8695
Cldn12,0.73556125,9.974074,10.1955
Gm17490,0.735654264,4.541296,4.76275
Olfr471,0.736514644,5.832037,6.05375
Ndufs8,0.737069406,13.22537,13.44725
Muted,0.737192317,8.523333,8.74525
Eif2ak2,0.737497934,8.585741,8.80775
Nelf,0.738052696,8.234074,8.45625
Qsox1,0.738364958,14.89648,15.11875
Olfr510,0.738790164,3.271852,3.49425
Btbd6,0.739099104,5.944259,6.16675
Ldb3,0.739773455,5.615556,5.83825
Ephb2,0.739836572,4.467037,4.68975
Parp16,0.741557331,8.623519,8.84675
Plscr2,0.741713461,9.667222,9.8905
Pex14,0.742052298,10.04537,10.26875
Micu1,0.742666855,8.380185,8.60375
Fbxo40,0.743065486,4.534815,4.7585
Clec4g,0.743547165,10.85167,11.0755
Mea1,0.744204907,8.932222,9.15625
Dusp8,0.744327819,3.965185,4.18925
Nfib,0.744975595,12.96074,13.185
